ID;label
5322;1
8142;1
8944;0
17085;1
10883;1
3662;0
7727;0
6423;0
13526;1
1075;0
17670;0
9925;1
17299;0
1465;0
6171;1
8528;1
15157;0
211;0
10828;0
4435;0
6574;0
2004;0
14061;1
12205;1
8193;0
701;1
17292;1
10469;0
16252;0
5416;0
4129;0
17857;0
3547;0
3360;1
9084;0
6754;1
401;0
13274;1
10130;1
17758;0
792;1
7669;0
10937;1
4387;1
9198;1
6820;0
12156;0
12502;1
5780;1
16816;1
14648;1
6933;0
7159;1
12692;1
16750;0
5902;1
15899;1
8017;1
2743;0
9361;1
790;0
247;0
4870;0
6698;0
16434;0
10257;0
5440;0
8106;0
17546;1
6621;1
17247;0
1748;1
15576;1
12194;1
16700;1
9944;1
2218;0
7722;0
14138;0
14972;1
5023;1
1831;1
17925;0
9122;1
8982;1
12756;1
14282;1
13822;0
16817;0
11641;1
2139;0
7994;0
647;0
13600;1
11544;0
8900;0
2929;1
2898;1
9960;1
13021;0
12394;0
14159;1
15149;1
9653;0
303;1
15577;1
13637;0
13230;0
16686;1
8943;0
16098;0
8214;0
9359;1
5267;0
17809;1
5370;1
10776;0
4412;1
3766;0
2903;0
17802;1
6687;0
12654;0
17452;1
17638;0
15897;0
13228;1
611;0
1935;0
12020;1
1206;0
13112;0
5078;1
3101;1
5225;0
6675;1
851;1
257;0
15793;0
14256;0
12577;0
11233;1
6414;1
10986;0
2259;1
1758;0
14510;0
13082;0
17991;0
14540;0
727;0
14195;0
2077;1
7764;0
9648;0
15343;1
4645;1
11447;0
5879;0
13864;0
11073;0
7320;1
11283;0
8104;0
12035;0
10923;1
15692;0
3510;0
14372;1
10643;1
7968;0
12149;0
13018;0
14280;1
17130;0
10403;1
6131;1
11847;1
5384;1
16016;0
7369;1
12763;1
14474;1
15618;0
8640;0
4593;0
5465;0
10890;0
5579;1
3836;0
11707;0
9275;0
11332;0
17406;0
2456;1
9633;0
6506;0
4875;0
418;0
7296;0
6454;0
16679;1
10395;0
8102;0
16797;1
2200;1
9043;0
562;0
15215;0
2010;0
12794;0
12807;1
15651;1
7311;0
16643;1
5300;0
4029;0
16371;0
11702;0
10056;0
8195;1
7586;0
4749;0
16346;0
15954;0
15690;0
6170;0
12436;1
15642;1
14506;0
15657;0
4931;0
402;1
15545;1
6617;1
9689;1
12363;1
14136;0
10199;0
16317;0
1529;1
2130;1
3705;1
2943;0
7748;1
10746;1
7596;0
12492;0
7039;0
13972;0
2578;1
13706;0
1123;0
13606;1
5966;0
10906;0
1138;0
9483;0
16293;1
13964;0
5605;0
4155;0
16943;0
4498;0
12972;0
4619;0
5191;1
2525;1
7060;0
17275;0
7063;0
6634;0
5613;0
5424;1
13932;0
13740;1
6649;0
7035;1
8540;1
7247;1
10062;1
9054;1
5929;1
7987;0
17666;0
13026;1
288;0
14164;0
8786;0
17982;0
6619;0
17915;1
11354;0
7862;1
12653;0
11090;1
14491;1
11289;0
18143;1
14798;1
6267;0
6726;1
7254;0
4415;0
17595;1
6872;1
11818;1
7260;0
18296;0
4620;1
1180;0
12711;1
2667;0
12518;1
7331;0
11179;1
17259;1
10865;0
15856;1
9753;0
4919;0
16432;0
3994;0
65;0
6213;0
7492;0
8703;0
841;0
13210;1
14169;1
5884;0
529;1
2369;1
11812;1
6515;0
16994;1
913;1
3222;1
4662;1
8865;0
10294;1
8896;0
12322;0
8489;0
2527;0
16000;0
1349;0
5529;0
10592;0
9831;0
17267;1
4112;1
17358;1
6010;1
9835;0
9951;0
7848;0
13580;0
17263;0
101;1
7301;0
6734;0
15946;0
7976;1
9825;0
16726;1
2757;0
7593;1
14863;1
8938;0
1819;0
11117;1
4891;1
7004;0
4128;1
15235;1
17242;0
6520;0
11656;0
8136;0
16156;1
11295;1
9024;0
11097;0
1524;0
929;0
7030;1
7273;1
7054;0
264;0
13399;1
10389;1
6680;1
18139;0
5635;1
2342;1
5309;1
9803;0
14712;0
10888;0
17478;1
14175;0
11854;0
12848;0
15249;0
8437;0
11678;0
7741;0
14696;0
6945;1
3893;0
1209;1
3289;1
17216;0
9898;1
12453;1
10081;0
10046;0
12055;0
16709;0
12128;0
13240;0
5641;1
720;1
3805;0
1657;0
15455;0
16599;0
3390;0
10225;0
10061;0
11340;0
18282;1
6397;1
13836;1
3941;0
14860;0
18189;1
4142;0
7826;0
6995;0
7799;1
13806;0
1033;0
12276;1
7460;0
10186;0
3382;0
16392;0
8198;0
6955;1
3456;1
9538;0
11210;0
14074;1
1671;0
15179;1
2001;1
13595;0
94;0
16732;1
4591;0
4956;0
16582;1
3338;1
12702;0
16224;0
16307;0
4059;1
16454;0
7988;0
9511;0
6504;1
5248;0
2610;0
438;1
410;0
3709;0
1975;1
5556;0
8916;0
14772;1
13382;0
6083;1
9807;1
15275;1
6149;1
16678;1
10679;0
2335;0
13271;1
16189;0
7448;1
15357;0
11120;1
11155;0
13581;1
15023;0
10239;0
18089;0
4011;0
5279;1
7134;0
16725;1
11695;1
9792;1
17128;1
7016;0
8585;0
9126;0
13032;0
9601;1
16660;0
8532;0
15968;1
7520;1
9344;0
14157;0
1667;0
14820;1
14331;0
11546;1
2795;1
18392;1
17612;1
4391;1
14643;0
15239;0
17951;1
1803;0
8977;0
16379;0
10299;0
16575;0
989;0
6407;1
17610;0
5732;0
16753;1
15617;0
532;0
16490;0
11930;0
3021;1
16219;1
11353;0
11177;1
15907;1
13494;1
13329;0
2163;1
14017;1
18153;0
11023;0
6450;0
2440;0
2483;0
10530;1
16245;1
5218;0
9859;0
857;0
18034;0
13422;0
5934;0
11383;0
7588;0
6378;0
8808;0
12251;1
8923;0
2198;0
708;0
13342;0
16878;0
8359;0
16550;1
2096;0
2451;0
4613;1
1788;0
3838;0
11826;0
5477;0
9064;0
3699;0
8315;1
2331;1
8637;1
3436;1
16790;0
12874;1
16603;1
2813;0
4534;0
11056;0
6553;1
12989;1
17687;1
11621;1
1032;1
14199;1
14348;1
17345;0
3478;0
17785;0
13865;1
12317;1
4814;0
17276;0
1037;0
9081;1
2184;0
8676;0
13568;0
14593;0
15465;1
14779;1
17475;1
17239;1
18158;1
16033;1
11459;1
17232;1
15242;0
7977;1
230;1
2449;0
711;1
7046;0
1710;1
16254;1
17815;0
12355;0
4861;0
2117;0
15691;0
10874;0
13327;0
1582;1
339;0
9575;1
17390;0
14254;0
1134;0
2579;0
15509;0
17798;0
12742;1
15800;1
14883;1
3199;1
13324;0
16303;1
10689;1
13231;1
5182;0
2495;0
9229;0
15367;1
7585;0
12129;1
7601;1
15250;0
6818;1
8421;0
18286;1
3020;1
13644;1
8432;0
7141;1
14429;0
4882;1
14816;0
13278;1
7081;0
8669;1
10393;0
15567;0
13816;0
10051;0
8094;0
15371;1
10472;1
18018;0
4610;1
13525;1
8958;0
2373;0
4962;1
11609;0
4114;0
17950;0
818;1
3746;0
2167;0
8093;1
5711;1
7022;1
7391;0
13181;0
11028;1
8994;1
2868;0
4405;0
10529;1
11397;0
17781;0
11288;1
16613;1
3685;1
3442;0
1612;0
9814;1
10435;0
6321;1
3328;1
5504;0
17765;1
16108;1
9104;0
13672;0
8969;1
867;1
11391;1
18004;1
6817;0
7316;0
5553;1
13651;0
16802;1
16969;0
1996;0
17522;0
4089;1
15628;1
16207;1
15171;1
4273;1
11860;1
1295;0
7231;0
4062;1
10869;0
17028;0
12821;0
6513;1
12597;1
13844;1
9657;0
2630;0
15865;0
16062;1
7665;0
6453;1
10407;0
258;0
18168;0
111;0
17659;0
3878;0
9495;0
17051;0
5135;0
5371;0
1878;1
10963;1
12588;0
8613;1
13875;0
17876;0
10073;0
6666;1
10032;1
11495;0
1404;1
5433;1
10997;0
11226;1
16689;1
2329;1
4491;1
3341;0
4825;0
9001;0
5160;1
16737;1
2846;0
9147;0
3174;1
9933;0
11195;0
18302;1
6399;0
5543;0
17161;0
13713;1
11530;0
7245;1
6225;0
1989;1
17614;0
14975;0
6850;1
17253;1
13461;0
16352;1
13488;0
8133;0
15213;0
4445;1
398;0
7469;0
1947;0
7096;0
16356;0
13383;1
17369;0
8228;0
11281;0
10317;1
12003;1
2665;0
17913;0
10842;0
13128;1
11921;0
3158;0
7855;1
16473;0
356;0
10961;1
11536;1
4361;0
3674;0
11464;1
14812;1
17797;1
7612;0
10248;0
15937;1
15561;1
6565;1
1692;0
2206;0
12506;0
7926;0
13720;1
12886;0
16553;1
15168;1
4557;1
18384;1
17570;0
7003;0
10089;1
3259;1
13991;0
16410;1
16703;1
18067;1
16435;1
7829;0
4739;1
13650;0
11457;0
12901;1
16487;0
11605;0
4288;1
6017;1
15067;1
13385;1
3395;1
10506;0
6210;1
12489;0
6139;0
2445;1
8211;0
1344;1
16485;0
18324;0
5876;0
9285;1
18352;0
12392;1
387;0
8077;0
10475;1
16557;1
11140;0
13413;0
15133;1
15597;0
4545;0
12395;1
2273;0
4767;1
12246;0
11509;1
1338;0
10368;0
17827;0
6671;0
10473;0
7641;0
7963;0
18292;0
10115;0
15293;1
11232;0
13647;0
13321;0
13547;1
5010;1
18342;0
14970;1
978;1
15623;1
18289;0
7025;0
13311;1
17288;0
8045;1
14534;0
3951;0
2429;1
16109;0
2800;0
3582;0
4770;0
3515;0
6236;1
457;0
17318;0
14059;0
11431;0
14362;1
793;0
13411;0
17182;0
18368;0
18030;1
6605;0
8068;0
12130;1
17500;0
14758;1
17285;0
13878;0
16974;0
1860;0
952;0
11164;1
4289;1
445;0
14333;1
16029;0
15278;0
16445;1
10578;1
5805;0
3186;1
1188;1
6810;0
15852;0
16186;1
16488;0
1734;0
8448;0
4708;1
10338;1
10297;0
10964;0
405;0
12163;1
13900;0
14120;1
7589;0
11993;1
6877;0
1463;0
369;1
3602;1
5827;0
15291;0
14260;1
14122;0
12791;0
3681;0
7902;1
13913;1
9312;1
14765;1
9665;0
18044;1
17041;0
14760;0
7215;0
17376;1
16402;0
16676;0
18208;0
1708;1
16983;1
16157;0
14369;1
10250;1
13436;1
10732;0
18211;1
6466;1
8292;0
5;1
10811;1
16847;1
14504;0
4574;1
10702;1
11982;0
3650;0
8234;0
17944;1
16396;0
18145;0
12962;0
7777;0
16515;0
8487;1
2874;0
1311;0
17313;1
5396;0
13505;0
16381;0
14240;0
319;0
15095;0
3310;1
16145;1
4217;0
8583;0
18353;0
18066;0
2905;0
1285;0
844;1
1374;0
17824;1
13356;1
12719;1
14893;1
1740;0
1791;0
5215;1
1433;0
16705;0
14527;0
11010;0
388;0
2361;1
743;0
17438;1
11864;1
8210;0
6921;1
5975;0
11915;0
8822;1
13897;0
10474;1
17692;1
8119;1
1478;0
2589;1
12419;1
9749;0
18338;0
4550;0
3694;1
16403;0
4194;1
8515;1
13287;0
5751;0
3081;0
10980;0
273;1
9481;0
8844;0
3620;0
8276;0
8767;0
7639;1
11003;1
15495;1
7435;0
11640;1
12228;0
16743;0
10695;1
9936;1
10555;1
6444;1
10852;0
17767;1
17227;0
10275;1
14427;0
17662;0
6190;1
11304;0
8010;0
10446;0
7166;0
6608;0
4053;1
8033;1
11305;1
1237;1
11458;0
5843;0
9484;0
7892;0
17347;0
10077;0
9135;0
7784;1
6861;0
6185;1
2215;0
11313;1
1288;0
11977;0
2584;1
188;0
7224;1
5386;1
9772;1
13593;0
12001;0
7345;1
10509;0
4922;1
5969;1
6316;1
1585;0
16212;0
16280;1
15760;0
7218;0
6566;0
13552;0
8296;1
10400;0
4291;0
14942;0
6433;0
16220;0
17568;0
15339;0
10220;1
8691;0
21;0
4038;0
10785;0
2390;1
10606;1
17238;0
8055;1
13007;0
6047;1
10278;1
11420;0
14719;0
14167;0
8716;0
15837;0
12176;1
10138;0
15820;0
9778;1
14439;1
15372;1
11634;1
12641;0
15983;0
3040;1
3437;0
5325;0
13213;0
16002;0
63;0
16869;0
16514;1
2840;0
7246;1
11181;0
4242;1
5643;0
1823;1
7214;0
3580;1
7204;0
11277;0
12584;0
8053;1
2494;1
11007;0
9230;0
8258;0
13842;1
17557;0
1763;1
15627;0
2199;1
9906;0
6151;1
12377;0
17566;0
1981;0
14393;1
18124;1
14141;1
3529;1
15073;0
6882;1
3096;1
5339;0
16387;1
2067;1
17395;0
16022;0
5697;0
7914;1
6708;0
13885;1
10099;1
5767;1
12190;0
11709;1
13625;0
13331;0
6229;1
10461;0
10101;0
7501;0
4531;0
17266;0
6442;0
14552;0
17837;1
17554;0
13168;0
15091;0
7838;0
13786;0
9398;1
3013;1
3012;1
4659;0
9518;0
11888;0
1314;1
8609;1
10242;1
607;0
16571;1
649;0
3387;1
6492;0
6664;0
17436;0
16086;1
10658;1
8378;1
10108;1
3051;0
17013;1
2947;1
1407;1
4992;0
17157;0
12856;0
1782;0
16375;0
16834;0
13951;1
7386;1
9205;0
1317;0
304;0
2585;1
17415;0
6602;1
8673;0
8282;0
5298;1
7795;1
16374;1
3540;1
18082;0
3831;1
15142;1
866;0
424;0
13294;1
13666;1
12612;0
3655;0
4797;0
16308;0
7563;0
16205;0
9527;0
15225;0
17154;0
17684;0
4776;1
3425;1
13283;0
12080;1
2398;0
17760;1
16804;0
2057;1
4075;0
11759;1
14435;0
6345;1
11425;0
12382;0
1141;1
14360;0
15208;1
16621;0
6216;1
12938;0
11610;1
12853;1
12525;0
3213;0
5002;1
15099;1
9125;0
12761;1
1737;1
16843;0
1512;1
4253;0
10653;1
1678;1
16821;1
937;1
11658;1
13223;1
1800;0
15107;0
12399;1
10804;1
7436;0
3008;0
13686;1
6028;0
5684;1
10590;0
6652;0
14480;0
4462;0
7167;1
16659;1
1414;1
3053;1
9460;0
10772;0
8368;1
7429;1
14537;1
11293;1
6745;0
3318;0
12272;0
10659;1
12837;1
7978;0
6043;1
10142;0
2485;0
10201;0
11114;0
17591;1
14996;1
4310;1
2217;0
12601;1
12257;0
8867;0
16187;0
17260;1
3568;0
1829;0
15932;1
5009;0
6548;1
2871;0
3693;1
18343;0
17697;0
1789;0
13956;0
17413;0
2572;1
7952;1
12818;0
11994;1
12772;1
18332;0
310;0
12731;0
4244;1
4167;1
2686;0
8441;1
3271;0
12904;1
14632;0
14976;1
5018;1
16301;0
8557;1
97;1
10371;0
12879;0
1985;1
10424;1
3075;0
9884;1
1376;1
1490;1
6329;1
5494;1
331;0
71;0
17606;0
8347;1
281;1
12311;0
15189;0
16260;0
10982;1
15212;1
15828;0
6702;0
17540;1
12674;0
3983;0
4189;0
14385;0
770;0
11302;1
8272;0
18200;1
2661;1
13073;1
2882;0
12618;0
9040;1
8626;0
17107;1
10660;0
203;0
18269;1
13665;1
700;1
18012;0
3913;1
14198;0
11127;1
8631;1
8655;0
11484;0
8615;1
17353;0
18248;0
11936;0
10567;0
15722;1
5188;0
1658;0
7854;0
8813;0
6669;0
6518;1
15972;1
17635;1
856;0
1648;0
6711;1
1538;0
1304;1
12356;0
8016;0
1825;0
2817;1
17486;1
6297;1
11998;1
788;1
12152;1
3575;1
4676;1
14089;0
6040;0
12973;1
10119;0
15859;0
13847;0
2595;0
18204;0
11996;0
14967;0
3301;0
3335;1
9855;1
7228;0
14165;0
16625;0
8474;1
15150;0
1889;0
4967;0
13848;1
3125;1
14101;0
5734;1
13674;0
17835;0
548;0
3000;1
7359;0
3812;1
14614;0
18203;0
13043;0
17501;0
5026;0
14584;0
10657;1
11679;0
16600;1
10444;0
1988;0
2764;0
4262;0
13768;0
14521;1
5171;1
1128;1
6469;1
17550;1
1814;0
14052;0
365;0
8464;0
5368;0
15344;0
2386;1
2883;0
12948;0
6332;0
16075;1
13685;0
12617;0
11012;0
16226;1
9006;0
10386;0
6774;0
13804;0
16848;1
3367;1
3926;0
4319;1
13460;1
3925;0
14094;1
8416;1
16185;0
16522;0
9496;0
17907;1
10500;0
16468;1
2856;1
4308;1
6940;0
13891;0
10778;0
16088;0
16669;1
8121;0
1370;0
3919;0
12094;1
4799;1
1120;1
9150;1
9620;0
15914;0
11767;1
4612;1
9204;1
4098;0
17079;0
6811;1
10946;0
2346;0
7965;1
7614;1
14443;0
14606;1
13769;1
5178;1
9900;1
11267;0
3622;1
970;0
7327;1
15503;1
12764;1
12931;1
159;1
4258;0
9074;0
12541;0
17147;0
14038;0
16297;0
7696;1
15478;0
8814;0
9756;1
10938;0
13167;0
4283;0
995;0
10343;1
8883;0
13938;0
645;1
2066;1
7702;1
2014;1
7980;0
5548;0
12083;1
17177;0
8797;0
6660;0
10451;0
17930;0
16651;0
3906;0
13873;0
8497;0
15784;1
8137;0
5500;0
2366;0
10380;0
3243;0
7140;0
2278;1
9248;0
10066;1
18399;1
16606;0
6118;1
10715;1
15650;0
8513;0
11893;1
1914;0
8648;1
1025;1
10270;0
16319;0
15966;0
2876;1
2976;0
15530;1
588;0
12493;1
13716;0
16365;1
8060;0
17429;1
15694;0
5186;0
16351;1
11995;0
8236;1
15639;0
9592;0
14364;0
16420;1
13286;1
10601;1
12645;1
16648;0
7656;0
12534;0
3450;0
17424;0
17362;1
15559;0
7578;1
16268;0
2767;0
803;0
10352;0
14622;0
4469;0
762;0
12896;0
4553;0
17110;1
10815;0
6592;1
4707;0
12508;0
8872;0
325;0
5844;0
18217;1
14426;1
1602;1
17014;1
11931;0
5953;1
13337;0
12808;0
3052;0
7743;1
13639;0
10861;0
12250;1
1195;1
17485;1
1262;1
9651;1
6014;0
10648;1
2836;1
13395;0
12302;0
1883;0
13027;1
16405;1
17255;1
13633;0
11101;0
17580;0
11685;1
13077;0
17790;0
4560;0
9988;0
10441;0
15276;0
3614;0
14591;0
3911;1
5920;0
10701;1
14938;0
10584;1
3721;1
8591;0
2831;1
3954;1
6683;0
1423;0
17;1
14464;0
5052;1
10152;1
10904;1
1683;0
4712;0
7787;1
14234;1
11188;1
18243;0
7438;0
17289;0
5205;0
15824;1
6343;1
7828;1
8325;0
10626;0
2693;0
12926;0
14629;0
2402;0
6835;1
14825;0
18311;0
14940;1
11378;0
3014;0
15942;1
5281;0
5943;0
14100;0
13528;1
18005;0
10759;1
6582;1
11312;0
15269;0
12690;0
10452;1
254;0
1013;0
11171;1
5020;0
4858;0
9446;1
12447;0
4239;0
11734;0
13715;0
11636;1
16335;1
17748;1
8412;1
2645;1
14001;1
17458;0
1431;0
13265;0
14018;0
4575;1
5232;0
14799;0
5187;1
11941;0
4316;0
9322;0
584;0
16360;1
12716;0
11784;0
1046;1
5790;0
5597;0
5769;1
13387;1
11471;0
11749;1
549;0
248;0
526;0
4817;1
1673;0
11324;1
11334;1
11639;1
7904;1
4483;0
7733;1
16976;1
7810;1
4276;1
16182;0
9973;0
17261;1
3579;1
7153;1
13172;0
1804;1
11112;0
18360;0
2519;1
15926;0
10558;0
3932;0
10549;0
1701;0
1475;0
15921;0
14710;0
15785;0
10708;0
16020;0
8138;0
17212;1
5290;1
15380;0
3849;0
14478;1
5623;1
72;0
10281;0
16279;0
7136;0
15441;0
3605;1
11955;0
6982;1
478;1
8898;0
9171;0
18047;0
16328;0
8548;1
16208;1
7012;1
14354;1
4350;0
3560;1
2501;1
12412;0
15892;1
3918;0
12915;1
2611;0
12239;0
1302;0
1085;0
4323;0
7598;1
4552;1
16850;0
15030;0
16771;1
15342;1
15300;1
2056;0
18054;1
17727;1
11910;1
12873;0
3613;1
16538;0
2946;0
3116;1
17828;0
916;1
3769;0
7336;1
12504;1
1369;1
16794;0
4933;1
4023;0
8736;1
202;1
14945;1
16844;0
8429;1
2219;0
1636;1
10709;1
11604;0
2700;0
9587;0
1818;1
692;0
14212;1
13108;0
3562;1
16770;1
7147;0
14247;0
1359;1
7843;0
2234;1
2980;1
14297;1
11106;1
4622;0
2848;0
9214;0
15470;1
5747;0
8423;1
14835;1
1518;1
17193;0
623;0
14436;1
3713;0
8110;0
17649;0
510;0
9263;1
12337;0
11048;1
10171;1
10428;0
14207;1
11061;1
13029;1
12854;0
10401;0
14906;0
7818;1
12092;1
16936;0
9146;1
16999;1
9882;1
15266;1
9846;1
12910;1
12025;0
1840;1
3155;0
10091;0
2821;0
16277;0
18123;0
8461;0
2298;1
10960;0
7751;1
8255;0
5230;0
2659;1
12039;1
4203;1
11989;0
14723;0
13959;1
11764;0
619;0
9396;0
13627;0
12639;0
8122;0
11328;1
4339;0
10707;1
717;1
317;0
8779;1
16916;0
15903;0
6770;1
9679;0
8352;1
12482;1
12980;0
4119;1
1378;0
20;1
18107;1
6178;1
6175;0
15009;1
10375;0
13036;0
10727;0
12750;0
15411;0
5743;1
6768;0
4627;0
713;0
7849;0
11775;1
13820;1
11683;1
8535;1
8223;0
16276;0
13014;1
663;1
15200;1
4336;0
12278;0
8730;0
5116;1
311;1
14565;1
17530;1
458;0
17058;1
11637;1
16928;0
17309;0
16209;0
2802;1
10157;0
12009;1
11550;0
84;1
1603;0
1709;0
1521;1
15002;0
2085;0
1239;0
4561;1
3363;0
15609;1
17440;1
7418;0
12643;1
566;0
10895;0
15551;0
6243;0
12139;0
17176;0
10254;1
5909;0
3851;0
1662;0
10221;1
7107;1
17571;0
13335;1
15804;0
13746;1
9869;0
9622;1
8134;0
4275;0
9129;0
5746;1
6806;0
16688;1
16702;1
11644;0
9497;0
3608;0
18329;0
7423;1
2681;1
14570;0
14679;1
2742;0
7213;0
11532;0
10967;0
8401;1
11807;0
13060;1
3972;0
9770;0
7194;0
6931;0
9243;1
5454;0
17527;0
12785;1
13863;0
2652;0
17065;0
17778;1
11586;0
2347;1
2851;0
2416;1
17728;1
7288;1
2106;0
3980;1
14574;0
14834;0
18100;1
3305;1
3528;1
2499;0
1346;0
3589;1
7324;1
13336;1
6315;0
4720;1
2772;0
2161;1
8116;0
1319;0
2827;0
6242;1
6875;0
4510;0
8924;1
16536;1
9323;1
10230;0
8297;1
1336;1
16337;0
14039;1
15426;0
15590;0
17278;0
992;1
17264;1
12474;0
15045;0
1124;0
17939;1
2759;0
14599;1
17115;0
4290;0
7716;1
2349;0
12280;0
1948;1
2918;1
14448;1
9395;1
15876;0
18042;0
293;1
216;0
13438;1
7392;0
11957;0
824;0
14519;0
1197;1
4455;0
7622;0
15988;1
18156;0
15616;0
4496;1
17170;0
12279;0
16671;0
12947;1
9192;0
9519;0
4009;1
16841;0
7019;1
7449;1
11360;0
4140;1
13427;0
3570;0
12557;0
18207;0
5942;0
3120;0
13755;0
8854;1
10195;1
5888;1
7351;0
7220;1
1144;0
17068;0
9044;0
17764;1
9929;0
9035;0
5645;0
12406;1
12339;1
10537;1
7996;1
1564;0
4459;1
14676;1
6309;0
1537;0
16106;1
16230;0
8603;1
7568;0
16738;1
6181;1
12593;0
10538;1
16457;0
10717;1
2707;1
1507;1
5364;1
11042;1
5361;0
2828;1
10853;1
13591;0
13425;0
1821;0
690;1
5319;1
7964;0
14108;1
14391;1
6002;1
13269;0
11316;0
11710;1
17734;1
1036;0
8529;1
5464;0
13573;0
5015;1
9955;0
14158;0
1038;0
11065;1
13588;1
3789;1
6208;0
14413;0
10782;1
13072;0
9377;1
3487;1
11842;1
15313;0
922;1
16093;0
13039;0
4479;1
2489;1
15458;0
14492;1
4021;0
1865;1
6723;1
3711;0
3633;0
7670;0
4577;1
5301;0
15377;1
8919;0
18023;0
14377;0
8386;0
5971;0
17719;0
12235;1
15607;1
18003;0
4378;1
10627;0
1131;0
9954;0
6252;1
1606;1
14554;0
17158;1
12456;1
15794;1
5197;1
7357;0
16520;1
18402;1
13803;0
12846;1
11355;0
14033;0
8879;0
18106;1
1;1
14783;0
14928;1
12183;0
13344;0
12490;1
12995;0
11999;1
4643;1
16267;1
15052;0
14050;1
15464;0
14954;0
9552;0
12180;1
10703;0
16055;0
16836;1
14145;1
5640;0
702;1
11362;0
5629;1
6571;0
12908;0
17730;0
14081;0
735;1
2533;0
1079;1
1268;0
16711;1
1009;0
5083;0
15663;1
14546;1
1211;0
16429;1
3235;0
15724;1
3111;0
4722;0
17836;0
15492;0
7845;1
13752;0
12198;1
7617;0
3261;0
6011;0
15732;1
14901;0
10174;0
14837;0
6725;1
9316;1
9252;1
13731;0
14322;0
10033;0
8027;0
13550;0
10630;1
12401;1
15816;0
12023;0
2043;1
5577;0
14817;1
5122;1
5421;0
10624;0
10000;1
14216;0
13515;0
12792;0
678;0
12787;0
6678;1
9547;1
12109;1
7014;0
9340;1
7649;1
7852;0
13933;1
16119;1
10052;0
17867;0
17804;1
4442;0
8180;1
12822;0
17890;0
16574;0
13354;1
10347;0
6075;1
11475;1
7494;0
4358;1
17523;1
614;1
5719;0
10664;0
4946;0
8552;1
8713;1
16788;1
9819;1
434;0
9605;0
4079;0
3189;0
4698;0
6964;1
16242;0
15440;0
15330;0
4409;0
5753;0
14000;0
6659;1
1372;0
2820;1
14667;1
11869;0
5482;1
14852;0
10808;0
10633;0
8482;1
10753;0
9336;0
3869;1
7534;0
17934;1
15202;1
1798;0
10729;0
4551;0
3112;1
12093;1
18303;0
16019;1
17017;1
8929;0
15396;0
12827;0
6494;0
4154;1
14350;0
7089;0
3935;0
17634;1
2376;1
207;0
13615;1
8571;0
11298;1
8874;1
3799;0
10009;0
17446;0
8298;0
13879;0
8913;0
8169;0
13967;0
10794;0
4402;0
2853;1
8857;0
2766;0
9494;1
1576;1
6350;0
12991;1
12345;0
12164;0
12560;0
4411;1
7402;1
13742;0
16754;1
215;0
1145;0
3860;1
3834;0
2411;0
6819;1
6230;0
13679;0
6295;0
9641;0
11617;0
3737;0
11473;0
14654;0
11423;0
13359;1
14718;0
14514;0
17600;1
12516;0
831;0
3019;0
9161;1
